prodid,category,date,sales
PT-91934,Laxative,12/1/2010,2228
PT-91983,Liver Protector,1/1/2010,9052
PT-91983,Liver Protector,2/1/2010,13211
PT-91983,Liver Protector,3/1/2010,16179
PT-91983,Liver Protector,4/1/2010,12452
PT-91983,Liver Protector,5/1/2010,18197
PT-91983,Liver Protector,6/1/2010,19303
PT-91983,Liver Protector,7/1/2010,13229
PT-91983,Liver Protector,8/1/2010,16501
PT-91983,Liver Protector,9/1/2010,37439
PT-91983,Liver Protector,10/1/2010,32546
PT-91983,Liver Protector,11/1/2010,17754
PT-91983,Liver Protector,12/1/2010,11956
PT-92676,Liver Protector,1/1/2010,710
PT-92676,Liver Protector,2/1/2010,6817
PT-92676,Liver Protector,3/1/2010,5652
PT-92676,Liver Protector,4/1/2010,3551
PT-92676,Liver Protector,5/1/2010,7338
PT-92676,Liver Protector,6/1/2010,8098
PT-92676,Liver Protector,7/1/2010,6689
PT-92676,Liver Protector,8/1/2010,4855
PT-92676,Liver Protector,9/1/2010,10226
PT-92676,Liver Protector,10/1/2010,6927
PT-92676,Liver Protector,11/1/2010,11453
PT-92676,Liver Protector,12/1/2010,5447
PT-00166,Heart related,1/1/2011,1418
PT-00166,Heart related,2/1/2011,2164
PT-00166,Heart related,3/1/2011,3657
PT-00166,Heart related,4/1/2011,3066
PT-00166,Heart related,5/1/2011,3872
PT-00166,Heart related,6/1/2011,4619
PT-00166,Heart related,7/1/2011,2800
PT-00166,Heart related,8/1/2011,2800
PT-00166,Heart related,9/1/2011,4500
PT-00166,Heart related,10/1/2011,4082
PT-00166,Heart related,11/1/2011,5584
PT-00166,Heart related,12/1/2011,2300
PT-09217,Vitamins,1/1/2011,7500
PT-09217,Vitamins,2/1/2011,7300
PT-09217,Vitamins,3/1/2011,9000
PT-09217,Vitamins,4/1/2011,11780
PT-09217,Vitamins,5/1/2011,14424
PT-09217,Vitamins,6/1/2011,13500
PT-09217,Vitamins,7/1/2011,17333
PT-09217,Vitamins,8/1/2011,7329
PT-09217,Vitamins,9/1/2011,7519
PT-09217,Vitamins,10/1/2011,9920
PT-09217,Vitamins,11/1/2011,10547
PT-09217,Vitamins,12/1/2011,10180
PT-36608,Enema,1/1/2011,5250
PT-36608,Enema,2/1/2011,3360
PT-36608,Enema,3/1/2011,8578
PT-36608,Enema,4/1/2011,7320
PT-36608,Enema,5/1/2011,10570
PT-36608,Enema,6/1/2011,11120
PT-36608,Enema,7/1/2011,11254
PT-36608,Enema,8/1/2011,4786
PT-36608,Enema,9/1/2011,5500
PT-36608,Enema,10/1/2011,10634
PT-36608,Enema,11/1/2011,8400
PT-36608,Enema,12/1/2011,2988
PT-43000,Skin fungus,1/1/2011,4500
PT-43000,Skin fungus,2/1/2011,11000
PT-43000,Skin fungus,3/1/2011,21400
PT-43000,Skin fungus,4/1/2011,20910
PT-43000,Skin fungus,5/1/2011,26573
PT-43000,Skin fungus,6/1/2011,28000
PT-43000,Skin fungus,7/1/2011,28800
PT-43000,Skin fungus,8/1/2011,24160
PT-43000,Skin fungus,9/1/2011,48500
PT-43000,Skin fungus,10/1/2011,40120
PT-43000,Skin fungus,11/1/2011,47900
PT-43000,Skin fungus,12/1/2011,11082
PT-43505,Flu,1/1/2011,6465
PT-43505,Flu,2/1/2011,7656
PT-43505,Flu,3/1/2011,7585
PT-43505,Flu,4/1/2011,8300
PT-43505,Flu,5/1/2011,9363
PT-43505,Flu,6/1/2011,11087
PT-43505,Flu,7/1/2011,8393
PT-43505,Flu,8/1/2011,7608
PT-43505,Flu,9/1/2011,9428
PT-43505,Flu,10/1/2011,13867
PT-43505,Flu,11/1/2011,12602
PT-43505,Flu,12/1/2011,5400
PT-55608,Flu,1/1/2011,7860
PT-55608,Flu,2/1/2011,11502
PT-55608,Flu,3/1/2011,11876
PT-55608,Flu,4/1/2011,6038
PT-55608,Flu,5/1/2011,10500
PT-55608,Flu,6/1/2011,9141
PT-55608,Flu,7/1/2011,6610
PT-55608,Flu,8/1/2011,11300
PT-55608,Flu,9/1/2011,7340
PT-55608,Flu,10/1/2011,10679
PT-55608,Flu,11/1/2011,12474
PT-55608,Flu,12/1/2011,7192
PT-63206,Stomach Protectors,1/1/2011,2920
PT-63206,Stomach Protectors,2/1/2011,5258
PT-63206,Stomach Protectors,3/1/2011,1695
PT-63206,Stomach Protectors,4/1/2011,3600
PT-63206,Stomach Protectors,5/1/2011,4700
PT-63206,Stomach Protectors,6/1/2011,3776
PT-63206,Stomach Protectors,7/1/2011,3584
PT-63206,Stomach Protectors,8/1/2011,3244
PT-63206,Stomach Protectors,9/1/2011,3678
PT-63206,Stomach Protectors,10/1/2011,3850
PT-63206,Stomach Protectors,11/1/2011,4629
PT-63206,Stomach Protectors,12/1/2011,1775
PT-63354,Stomach Protectors,1/1/2011,2149
PT-63354,Stomach Protectors,2/1/2011,7957
PT-63354,Stomach Protectors,3/1/2011,7839
PT-63354,Stomach Protectors,4/1/2011,7494
PT-63354,Stomach Protectors,5/1/2011,5642
PT-63354,Stomach Protectors,6/1/2011,8612
PT-63354,Stomach Protectors,7/1/2011,4887
PT-63354,Stomach Protectors,8/1/2011,4992
PT-63354,Stomach Protectors,9/1/2011,7496
PT-63354,Stomach Protectors,10/1/2011,7390
PT-63354,Stomach Protectors,11/1/2011,15407
PT-63354,Stomach Protectors,12/1/2011,1344
PT-71804,Stomach Protectors,1/1/2011,992
PT-71804,Stomach Protectors,2/1/2011,1442
PT-71804,Stomach Protectors,3/1/2011,2500
PT-71804,Stomach Protectors,4/1/2011,1088
PT-71804,Stomach Protectors,5/1/2011,1038
PT-71804,Stomach Protectors,6/1/2011,1364
PT-71804,Stomach Protectors,7/1/2011,2531
PT-71804,Stomach Protectors,8/1/2011,1656
PT-71804,Stomach Protectors,9/1/2011,1889
PT-71804,Stomach Protectors,10/1/2011,2156
PT-71804,Stomach Protectors,11/1/2011,2577
PT-71804,Stomach Protectors,12/1/2011,500
PT-71812,Flu,1/1/2011,2494
PT-71812,Flu,2/1/2011,2910
PT-71812,Flu,3/1/2011,3884
PT-71812,Flu,4/1/2011,3295
PT-71812,Flu,5/1/2011,2500
PT-71812,Flu,6/1/2011,5700
PT-71812,Flu,7/1/2011,5548
PT-71812,Flu,8/1/2011,2762
PT-71812,Flu,9/1/2011,1196
PT-71812,Flu,10/1/2011,2294
PT-71812,Flu,11/1/2011,2329
PT-71812,Flu,12/1/2011,2200
PT-71836,Pain Killer,1/1/2011,17956
PT-71836,Pain Killer,2/1/2011,20004
PT-71836,Pain Killer,3/1/2011,36133
PT-71836,Pain Killer,4/1/2011,57000
PT-71836,Pain Killer,5/1/2011,38395
PT-71836,Pain Killer,6/1/2011,37599
PT-71836,Pain Killer,7/1/2011,30500
PT-71836,Pain Killer,8/1/2011,48627
PT-71836,Pain Killer,9/1/2011,88760
PT-71836,Pain Killer,10/1/2011,88300
PT-71836,Pain Killer,11/1/2011,66700
PT-71836,Pain Killer,12/1/2011,5400
PT-71837,Pain Killer,1/1/2011,2434
PT-71837,Pain Killer,2/1/2011,3572
PT-71837,Pain Killer,3/1/2011,2463
PT-71837,Pain Killer,4/1/2011,2463
PT-71837,Pain Killer,5/1/2011,7500
PT-71837,Pain Killer,6/1/2011,3644
PT-71837,Pain Killer,7/1/2011,2851
PT-71837,Pain Killer,8/1/2011,3000
PT-71837,Pain Killer,9/1/2011,2950
PT-71837,Pain Killer,10/1/2011,2842
PT-71837,Pain Killer,11/1/2011,7382
PT-71837,Pain Killer,12/1/2011,1673
PT-71838,Pain Killer,1/1/2011,2030
PT-71838,Pain Killer,2/1/2011,3500
PT-71838,Pain Killer,3/1/2011,3894
PT-71838,Pain Killer,4/1/2011,1800
PT-71838,Pain Killer,5/1/2011,3628
PT-71838,Pain Killer,6/1/2011,2741
PT-71838,Pain Killer,7/1/2011,3100
PT-71838,Pain Killer,8/1/2011,2730
PT-71838,Pain Killer,9/1/2011,3372
PT-71838,Pain Killer,10/1/2011,5000
PT-71838,Pain Killer,11/1/2011,4834
PT-71838,Pain Killer,12/1/2011,500
PT-71839,Sleeping Pills,1/1/2011,1529
PT-71839,Sleeping Pills,2/1/2011,2144
PT-71839,Sleeping Pills,3/1/2011,3055
PT-71839,Sleeping Pills,4/1/2011,1111
PT-71839,Sleeping Pills,5/1/2011,2711
PT-71839,Sleeping Pills,6/1/2011,1514
PT-71839,Sleeping Pills,7/1/2011,1786
PT-71839,Sleeping Pills,8/1/2011,2478
PT-71839,Sleeping Pills,9/1/2011,1788
PT-71839,Sleeping Pills,10/1/2011,3256
PT-71839,Sleeping Pills,11/1/2011,3477
PT-71839,Sleeping Pills,12/1/2011,1775
PT-71840,Laxative,1/1/2011,3124
PT-71840,Laxative,2/1/2011,24668
PT-71840,Laxative,3/1/2011,16723
PT-71840,Laxative,4/1/2011,13659
PT-71840,Laxative,5/1/2011,7300
PT-71840,Laxative,6/1/2011,11570
PT-71840,Laxative,7/1/2011,7918
PT-71840,Laxative,8/1/2011,6932
PT-71840,Laxative,9/1/2011,8598
PT-71840,Laxative,10/1/2011,8180
PT-71840,Laxative,11/1/2011,17186
PT-71840,Laxative,12/1/2011,1550
PT-71841,Laxative,1/1/2011,9385
PT-71841,Laxative,2/1/2011,18000
PT-71841,Laxative,3/1/2011,14627
PT-71841,Laxative,4/1/2011,13600
PT-71841,Laxative,5/1/2011,18369
PT-71841,Laxative,6/1/2011,12306
PT-71841,Laxative,7/1/2011,10058
PT-71841,Laxative,8/1/2011,13142
PT-71841,Laxative,9/1/2011,17572
PT-71841,Laxative,10/1/2011,18500
PT-71841,Laxative,11/1/2011,34500
PT-71841,Laxative,12/1/2011,4500
PT-71842,Soy Lecithin,1/1/2011,1200
PT-71842,Soy Lecithin,2/1/2011,1640
PT-71842,Soy Lecithin,3/1/2011,2089
PT-71842,Soy Lecithin,4/1/2011,2800
PT-71842,Soy Lecithin,5/1/2011,2903
PT-71842,Soy Lecithin,6/1/2011,3795
PT-71842,Soy Lecithin,7/1/2011,2222
PT-71842,Soy Lecithin,8/1/2011,1674
PT-71842,Soy Lecithin,9/1/2011,2746
PT-71842,Soy Lecithin,10/1/2011,4090
PT-71842,Soy Lecithin,11/1/2011,7062
PT-71842,Soy Lecithin,12/1/2011,900
PT-71843,Soy Lecithin,1/1/2011,936
PT-71843,Soy Lecithin,2/1/2011,2496
PT-71843,Soy Lecithin,3/1/2011,2890
PT-71843,Soy Lecithin,4/1/2011,2220
PT-71843,Soy Lecithin,5/1/2011,2883
PT-71843,Soy Lecithin,6/1/2011,3009
PT-71843,Soy Lecithin,7/1/2011,3814
PT-71843,Soy Lecithin,8/1/2011,2618
PT-71843,Soy Lecithin,9/1/2011,3993
PT-71843,Soy Lecithin,10/1/2011,3500
PT-71843,Soy Lecithin,11/1/2011,6500
PT-71843,Soy Lecithin,12/1/2011,1460
PT-71847,Vitamins,1/1/2011,4218
PT-71847,Vitamins,2/1/2011,17582
PT-71847,Vitamins,3/1/2011,18760
PT-71847,Vitamins,4/1/2011,12192
PT-71847,Vitamins,5/1/2011,12049
PT-71847,Vitamins,6/1/2011,15708
PT-71847,Vitamins,7/1/2011,10500
PT-71847,Vitamins,8/1/2011,11036
PT-71847,Vitamins,9/1/2011,7000
PT-71847,Vitamins,10/1/2011,13200
PT-71847,Vitamins,11/1/2011,31203
PT-71847,Vitamins,12/1/2011,6900
PT-71848,Vitamins,1/1/2011,9500
PT-71848,Vitamins,2/1/2011,16282
PT-71848,Vitamins,3/1/2011,12502
PT-71848,Vitamins,4/1/2011,13370
PT-71848,Vitamins,5/1/2011,11265
PT-71848,Vitamins,6/1/2011,13124
PT-71848,Vitamins,7/1/2011,13802
PT-71848,Vitamins,8/1/2011,11238
PT-71848,Vitamins,9/1/2011,9049
PT-71848,Vitamins,10/1/2011,9049
PT-71848,Vitamins,11/1/2011,14300
PT-71848,Vitamins,12/1/2011,2836
PT-71849,Memory Pills,1/1/2011,308
PT-71849,Memory Pills,2/1/2011,840
PT-71849,Memory Pills,3/1/2011,1140
PT-71849,Memory Pills,4/1/2011,1678
PT-71849,Memory Pills,5/1/2011,1740
PT-71849,Memory Pills,6/1/2011,2050
PT-71849,Memory Pills,7/1/2011,1500
PT-71849,Memory Pills,8/1/2011,888
PT-71849,Memory Pills,9/1/2011,1037
PT-71849,Memory Pills,10/1/2011,1674
PT-71849,Memory Pills,11/1/2011,2022
PT-71849,Memory Pills,12/1/2011,208
PT-71850,Vitamins,1/1/2011,4650
PT-71850,Vitamins,2/1/2011,18324
PT-71850,Vitamins,3/1/2011,7300
PT-71850,Vitamins,4/1/2011,5506
PT-71850,Vitamins,5/1/2011,20190
PT-71850,Vitamins,6/1/2011,11776
PT-71850,Vitamins,7/1/2011,9260
PT-71850,Vitamins,8/1/2011,16502
PT-71850,Vitamins,9/1/2011,21829
PT-71850,Vitamins,10/1/2011,25300
PT-71850,Vitamins,11/1/2011,43557
PT-71850,Vitamins,12/1/2011,7162
PT-71851,Vitamins,1/1/2011,9113
PT-71851,Vitamins,2/1/2011,12120
PT-71851,Vitamins,3/1/2011,7427
PT-71851,Vitamins,4/1/2011,7031
PT-71851,Vitamins,5/1/2011,14748
PT-71851,Vitamins,6/1/2011,12306
PT-71851,Vitamins,7/1/2011,14206
PT-71851,Vitamins,8/1/2011,14400
PT-71851,Vitamins,9/1/2011,17300
PT-71851,Vitamins,10/1/2011,17300
PT-71851,Vitamins,11/1/2011,22000
PT-71851,Vitamins,12/1/2011,8960
PT-72140,Heart related,1/1/2011,1651
PT-72140,Heart related,2/1/2011,3309
PT-72140,Heart related,3/1/2011,2562
PT-72140,Heart related,4/1/2011,2500
PT-72140,Heart related,5/1/2011,5010
PT-72140,Heart related,6/1/2011,2417
PT-72140,Heart related,7/1/2011,2336
PT-72140,Heart related,8/1/2011,2256
PT-72140,Heart related,9/1/2011,1800
PT-72140,Heart related,10/1/2011,3203
PT-72140,Heart related,11/1/2011,5017
PT-72140,Heart related,12/1/2011,1318
PT-72142,Pain Killer,1/1/2011,1600
PT-72142,Pain Killer,2/1/2011,2131
PT-72142,Pain Killer,3/1/2011,3370
PT-72142,Pain Killer,4/1/2011,1290
PT-72142,Pain Killer,5/1/2011,2418
PT-72142,Pain Killer,6/1/2011,1823
PT-72142,Pain Killer,7/1/2011,2226
PT-72142,Pain Killer,8/1/2011,2272
PT-72142,Pain Killer,9/1/2011,3336
PT-72142,Pain Killer,10/1/2011,4070
PT-72142,Pain Killer,11/1/2011,4481
PT-72142,Pain Killer,12/1/2011,846
PT-72143,Pain Killer,1/1/2011,2064
PT-72143,Pain Killer,2/1/2011,4044
PT-72143,Pain Killer,3/1/2011,2838
PT-72143,Pain Killer,4/1/2011,2286
PT-72143,Pain Killer,5/1/2011,2345
PT-72143,Pain Killer,6/1/2011,2389
PT-72143,Pain Killer,7/1/2011,2200
PT-72143,Pain Killer,8/1/2011,2239
PT-72143,Pain Killer,9/1/2011,2090
PT-72143,Pain Killer,10/1/2011,2518
PT-72143,Pain Killer,11/1/2011,3818
PT-72143,Pain Killer,12/1/2011,2117
PT-78527,Acidity,1/1/2011,1606
PT-78527,Acidity,2/1/2011,1652
PT-78527,Acidity,3/1/2011,2250
PT-78527,Acidity,4/1/2011,1734
PT-78527,Acidity,5/1/2011,2181
PT-78527,Acidity,6/1/2011,2498
PT-78527,Acidity,7/1/2011,2166
PT-78527,Acidity,8/1/2011,1988
PT-78527,Acidity,9/1/2011,3500
PT-78527,Acidity,10/1/2011,2400
PT-78527,Acidity,11/1/2011,2558
PT-78527,Acidity,12/1/2011,1500
PT-83183,Stomach pain killers,1/1/2011,32000
PT-83183,Stomach pain killers,2/1/2011,26820
PT-83183,Stomach pain killers,3/1/2011,35000
PT-83183,Stomach pain killers,4/1/2011,30000
PT-83183,Stomach pain killers,5/1/2011,30097
PT-83183,Stomach pain killers,6/1/2011,12864
PT-83183,Stomach pain killers,7/1/2011,28173
PT-83183,Stomach pain killers,8/1/2011,29077
PT-83183,Stomach pain killers,9/1/2011,34339
PT-83183,Stomach pain killers,10/1/2011,24571
PT-83183,Stomach pain killers,11/1/2011,40136
PT-83183,Stomach pain killers,12/1/2011,19524
PT-84475,Douche bag,1/1/2011,2500
PT-84475,Douche bag,2/1/2011,4500
PT-84475,Douche bag,3/1/2011,2984
PT-84475,Douche bag,4/1/2011,2962
PT-84475,Douche bag,5/1/2011,3370
PT-84475,Douche bag,6/1/2011,2368
PT-84475,Douche bag,7/1/2011,3799
PT-84475,Douche bag,8/1/2011,4155
PT-84475,Douche bag,9/1/2011,4966
PT-84475,Douche bag,10/1/2011,4907
PT-84475,Douche bag,11/1/2011,6152
PT-84475,Douche bag,12/1/2011,1212
PT-84822,Muscle Relaxing,1/1/2011,1800
PT-84822,Muscle Relaxing,2/1/2011,2410
PT-84822,Muscle Relaxing,3/1/2011,3057
PT-84822,Muscle Relaxing,4/1/2011,2041
PT-84822,Muscle Relaxing,5/1/2011,4401
PT-84822,Muscle Relaxing,6/1/2011,4464
PT-84822,Muscle Relaxing,7/1/2011,2042
PT-84822,Muscle Relaxing,8/1/2011,4500
PT-84822,Muscle Relaxing,9/1/2011,4648
PT-84822,Muscle Relaxing,10/1/2011,4475
PT-84822,Muscle Relaxing,11/1/2011,7242
PT-84822,Muscle Relaxing,12/1/2011,2721
PT-84861,Antiflatulent,1/1/2011,23561
PT-84861,Antiflatulent,2/1/2011,34360
PT-84861,Antiflatulent,3/1/2011,38042
PT-84861,Antiflatulent,4/1/2011,27463
PT-84861,Antiflatulent,5/1/2011,36874
PT-84861,Antiflatulent,6/1/2011,32183
PT-84861,Antiflatulent,7/1/2011,33451
PT-84861,Antiflatulent,8/1/2011,36386
PT-84861,Antiflatulent,9/1/2011,50070
PT-84861,Antiflatulent,10/1/2011,44358
PT-84861,Antiflatulent,11/1/2011,62609
PT-84861,Antiflatulent,12/1/2011,27987
PT-85068,Memory Pills,1/1/2011,3006
PT-85068,Memory Pills,2/1/2011,3446
PT-85068,Memory Pills,3/1/2011,4322
PT-85068,Memory Pills,4/1/2011,4396
PT-85068,Memory Pills,5/1/2011,4393
PT-85068,Memory Pills,6/1/2011,5722
PT-85068,Memory Pills,7/1/2011,4508
PT-85068,Memory Pills,8/1/2011,7258
PT-85068,Memory Pills,9/1/2011,6405
PT-85068,Memory Pills,10/1/2011,6500
PT-85068,Memory Pills,11/1/2011,7320
PT-85068,Memory Pills,12/1/2011,3923
PT-86686,Stomach Protectors,1/1/2011,874
PT-86686,Stomach Protectors,2/1/2011,2900
PT-86686,Stomach Protectors,3/1/2011,2300
PT-86686,Stomach Protectors,4/1/2011,1845
PT-86686,Stomach Protectors,5/1/2011,2040
PT-86686,Stomach Protectors,6/1/2011,2870
PT-86686,Stomach Protectors,7/1/2011,1914
PT-86686,Stomach Protectors,8/1/2011,2160
PT-86686,Stomach Protectors,9/1/2011,872
PT-86686,Stomach Protectors,10/1/2011,2544
PT-86686,Stomach Protectors,11/1/2011,2031
PT-86686,Stomach Protectors,12/1/2011,1500
PT-86926,Vitamins,1/1/2011,14709
PT-86926,Vitamins,2/1/2011,32000
PT-86926,Vitamins,3/1/2011,29000
PT-86926,Vitamins,4/1/2011,27000
PT-86926,Vitamins,5/1/2011,25000
PT-86926,Vitamins,6/1/2011,24988
PT-86926,Vitamins,7/1/2011,28456
PT-86926,Vitamins,8/1/2011,16000
PT-86926,Vitamins,9/1/2011,16853
PT-86926,Vitamins,10/1/2011,19642
PT-86926,Vitamins,11/1/2011,27605
PT-86926,Vitamins,12/1/2011,6655
PT-87064,Calluses Cream,1/1/2011,640
PT-87064,Calluses Cream,2/1/2011,1338
PT-87064,Calluses Cream,3/1/2011,1114
PT-87064,Calluses Cream,4/1/2011,1080
PT-87064,Calluses Cream,5/1/2011,2200
PT-87064,Calluses Cream,6/1/2011,1300
PT-87064,Calluses Cream,7/1/2011,1403
PT-87064,Calluses Cream,8/1/2011,1104
PT-87064,Calluses Cream,9/1/2011,1317
PT-87064,Calluses Cream,10/1/2011,1272
PT-87064,Calluses Cream,11/1/2011,1797
PT-87064,Calluses Cream,12/1/2011,310
PT-88294,Heart related,1/1/2011,4804
PT-88294,Heart related,2/1/2011,7123
PT-88294,Heart related,3/1/2011,9107
PT-88294,Heart related,4/1/2011,7615
PT-88294,Heart related,5/1/2011,11204
PT-88294,Heart related,6/1/2011,12197
PT-88294,Heart related,7/1/2011,12377
PT-88294,Heart related,8/1/2011,13404
PT-88294,Heart related,9/1/2011,11165
PT-88294,Heart related,10/1/2011,13564
PT-88294,Heart related,11/1/2011,14103
PT-88294,Heart related,12/1/2011,3273
PT-89326,Muscle Relaxing,1/1/2011,3078
PT-89326,Muscle Relaxing,2/1/2011,3950
PT-89326,Muscle Relaxing,3/1/2011,6620
PT-89326,Muscle Relaxing,4/1/2011,6989
PT-89326,Muscle Relaxing,5/1/2011,5257
PT-89326,Muscle Relaxing,6/1/2011,3813
PT-89326,Muscle Relaxing,7/1/2011,3337
PT-89326,Muscle Relaxing,8/1/2011,6309
PT-89326,Muscle Relaxing,9/1/2011,10690
PT-89326,Muscle Relaxing,10/1/2011,9133
PT-89326,Muscle Relaxing,11/1/2011,7566
PT-89326,Muscle Relaxing,12/1/2011,3277
PT-89474,Douche bag,1/1/2011,3572
PT-89474,Douche bag,2/1/2011,8172
PT-89474,Douche bag,3/1/2011,4994
PT-89474,Douche bag,4/1/2011,7764
PT-89474,Douche bag,5/1/2011,6882
PT-89474,Douche bag,6/1/2011,8500
PT-89474,Douche bag,7/1/2011,6396
PT-89474,Douche bag,8/1/2011,7986
PT-89474,Douche bag,9/1/2011,12530
PT-89474,Douche bag,10/1/2011,14156
PT-89474,Douche bag,11/1/2011,15812
PT-89474,Douche bag,12/1/2011,3340
PT-90860,Muscle Relaxing,1/1/2011,5257
PT-90860,Muscle Relaxing,2/1/2011,7046
PT-90860,Muscle Relaxing,3/1/2011,14931
PT-90860,Muscle Relaxing,4/1/2011,10537
PT-90860,Muscle Relaxing,5/1/2011,11363
PT-90860,Muscle Relaxing,6/1/2011,9307
PT-90860,Muscle Relaxing,7/1/2011,8882
PT-90860,Muscle Relaxing,8/1/2011,7335
PT-90860,Muscle Relaxing,9/1/2011,9993
PT-90860,Muscle Relaxing,10/1/2011,9594
PT-90860,Muscle Relaxing,11/1/2011,17158
PT-90860,Muscle Relaxing,12/1/2011,6882
PT-90993,Liver protector,1/1/2011,3356
PT-90993,Liver protector,2/1/2011,5607
PT-90993,Liver protector,3/1/2011,7206
PT-90993,Liver protector,4/1/2011,6755
PT-90993,Liver protector,5/1/2011,6314
PT-90993,Liver protector,6/1/2011,8710
PT-90993,Liver protector,7/1/2011,4958
PT-90993,Liver protector,8/1/2011,9917
PT-90993,Liver protector,9/1/2011,4922
PT-90993,Liver protector,10/1/2011,5694
PT-90993,Liver protector,11/1/2011,7079
PT-90993,Liver protector,12/1/2011,8522
PT-91215,Heart related,1/1/2011,4472
PT-91215,Heart related,2/1/2011,9912
PT-91215,Heart related,3/1/2011,18192
PT-91215,Heart related,4/1/2011,11164
PT-91215,Heart related,5/1/2011,19236
PT-91215,Heart related,6/1/2011,21047
PT-91215,Heart related,7/1/2011,16472
PT-91215,Heart related,8/1/2011,19038
PT-91215,Heart related,9/1/2011,20964
PT-91215,Heart related,10/1/2011,22514
PT-91215,Heart related,11/1/2011,30478
PT-91215,Heart related,12/1/2011,4817
PT-92460,Stomach Protectors,1/1/2011,2626
PT-92460,Stomach Protectors,2/1/2011,10558
PT-92460,Stomach Protectors,3/1/2011,7324
PT-92460,Stomach Protectors,4/1/2011,3183
PT-92460,Stomach Protectors,5/1/2011,12677
PT-92460,Stomach Protectors,6/1/2011,6720
PT-92460,Stomach Protectors,7/1/2011,6242
PT-92460,Stomach Protectors,8/1/2011,7046
PT-92460,Stomach Protectors,9/1/2011,12575
PT-92460,Stomach Protectors,10/1/2011,8545
PT-92460,Stomach Protectors,11/1/2011,19868
PT-92460,Stomach Protectors,12/1/2011,2396
PT-92494,Stomach Protectors,1/1/2011,463
PT-92494,Stomach Protectors,2/1/2011,420
PT-92494,Stomach Protectors,3/1/2011,406
PT-92494,Stomach Protectors,4/1/2011,447
PT-92494,Stomach Protectors,5/1/2011,691
PT-92494,Stomach Protectors,6/1/2011,651
PT-92494,Stomach Protectors,7/1/2011,318
PT-92494,Stomach Protectors,8/1/2011,512
PT-92494,Stomach Protectors,9/1/2011,546
PT-92494,Stomach Protectors,10/1/2011,627
PT-92494,Stomach Protectors,11/1/2011,1345
PT-92494,Stomach Protectors,12/1/2011,450
PT-92791,Stomach Protectors,1/1/2011,1505
PT-92791,Stomach Protectors,2/1/2011,8145
PT-92791,Stomach Protectors,3/1/2011,7216
PT-92791,Stomach Protectors,4/1/2011,3446
PT-92791,Stomach Protectors,5/1/2011,5482
PT-92791,Stomach Protectors,6/1/2011,2964
PT-92791,Stomach Protectors,7/1/2011,3736
PT-92791,Stomach Protectors,8/1/2011,4376
PT-92791,Stomach Protectors,9/1/2011,3474
PT-92791,Stomach Protectors,10/1/2011,5704
PT-92791,Stomach Protectors,11/1/2011,8114
PT-92791,Stomach Protectors,12/1/2011,800
PT-95625,Vitamins,1/1/2011,7150
PT-95625,Vitamins,2/1/2011,3832
PT-95625,Vitamins,3/1/2011,5676
PT-95625,Vitamins,4/1/2011,6358
PT-95625,Vitamins,5/1/2011,6446
PT-95625,Vitamins,6/1/2011,5216
PT-95625,Vitamins,7/1/2011,3176
PT-95625,Vitamins,8/1/2011,3694
PT-95625,Vitamins,9/1/2011,4184
PT-95625,Vitamins,10/1/2011,11555
PT-95625,Vitamins,11/1/2011,4087
PT-95625,Vitamins,12/1/2011,2101
PT-09936,Antiflatulent,1/1/2011,1562
PT-09936,Antiflatulent,2/1/2011,10750
PT-09936,Antiflatulent,3/1/2011,21943
PT-09936,Antiflatulent,4/1/2011,7005
PT-09936,Antiflatulent,5/1/2011,13973
PT-09936,Antiflatulent,6/1/2011,15071
PT-09936,Antiflatulent,7/1/2011,9530
PT-09936,Antiflatulent,8/1/2011,15789
PT-09936,Antiflatulent,9/1/2011,15500
PT-09936,Antiflatulent,10/1/2011,26000
PT-09936,Antiflatulent,11/1/2011,20189
PT-09936,Antiflatulent,12/1/2011,7610
PT-09985,Antiflatulent,1/1/2011,4204
PT-09985,Antiflatulent,2/1/2011,16308
PT-09985,Antiflatulent,3/1/2011,7206
PT-09985,Antiflatulent,4/1/2011,5856
PT-09985,Antiflatulent,5/1/2011,8986
PT-09985,Antiflatulent,6/1/2011,6951
PT-09985,Antiflatulent,7/1/2011,6262
PT-09985,Antiflatulent,8/1/2011,9800
PT-09985,Antiflatulent,9/1/2011,13100
PT-09985,Antiflatulent,10/1/2011,10457
PT-09985,Antiflatulent,11/1/2011,16950
PT-09985,Antiflatulent,12/1/2011,5156
PT-27524,Cough Pills,1/1/2011,5400
PT-27524,Cough Pills,2/1/2011,5500
PT-27524,Cough Pills,3/1/2011,18643
PT-27524,Cough Pills,4/1/2011,9940
PT-27524,Cough Pills,5/1/2011,10373
PT-27524,Cough Pills,6/1/2011,13816
PT-27524,Cough Pills,7/1/2011,8400
PT-27524,Cough Pills,8/1/2011,5126
PT-27524,Cough Pills,9/1/2011,9000
PT-27524,Cough Pills,10/1/2011,9000
PT-27524,Cough Pills,11/1/2011,10504
PT-27524,Cough Pills,12/1/2011,5704
PT-27540,Cough Syrop,1/1/2011,7842
PT-27540,Cough Syrop,2/1/2011,7247
PT-27540,Cough Syrop,3/1/2011,8400
PT-27540,Cough Syrop,4/1/2011,7800
PT-27540,Cough Syrop,5/1/2011,12300
PT-27540,Cough Syrop,6/1/2011,12797
PT-27540,Cough Syrop,7/1/2011,5058
PT-27540,Cough Syrop,8/1/2011,7605
